walk,arm,frame_id,safety,actionability,spatial_accuracy,conciseness,hallucination,instruction,cues,judge_rationale
suwon,"context-v1, no echo",000060,1,3,1,4,1,The path is partly to the right. Walk cautiously ahead.,"Free space: left=blocked, centre=partly blocked, right=partly blocked. Obstacles: person (left, near); person (centre, mid); car (left, far); person (centre, far).","safety: The instruction does not mention any immediate hazards, which could be dangerous for a blind pedestrian. actionability: The instruction uses a concrete verb 'walk' and a body-relative direction 'ahead', but it does not specify which side of the path to walk on. spatial_accuracy: The instruction mentions 'partly to the right', but the image shows the path is partly blocked on the right side, not partly to the right. conciseness: The instruction is concise, containing only two sentences. hallucination: The instruction mentions 'partly to the right', but the image shows the path is partly blocked on the right side, not partly to the right."
suwon,"context-v1, no echo",000064,5,5,5,4,5,Two steps ahead is blocked ahead. Turn slightly left.,"Free space: left=clear, centre=clear, right=blocked. Obstacles: person (centre, far); person (centre, far); person (centre, far); person (centre, far).","safety: The instruction warns the pedestrian to turn slightly left, which is a safe action given the blocked area ahead. actionability: The instruction uses a concrete verb 'turn' and a body-relative direction 'slightly left', making it actionable. spatial_accuracy: The instruction states 'two steps ahead', which matches the image and the cues provided by the depth estimator. conciseness: The instruction is brief and to the point, containing only two sentences. hallucination: The instruction mentions 'blocked ahead' and 'slightly left', which are supported by the image and the cues."
suwon,"context-v1, no echo",000068,1,3,3,4,5,The bus is partly in front of you. Keep walking forward steadily.,"Free space: left=blocked, centre=partly blocked, right=partly blocked. Obstacles: bus (centre, far); person (centre, far); person (centre, far); person (centre, far).","safety: The instruction does not mention the bus as a hazard, which is a safety-critical element in the scene. actionability: The instruction uses the verb 'keep walking' but does not specify a direction, making it vague. spatial_accuracy: The instruction mentions the bus as being partly in front of the pedestrian, which is accurate. conciseness: The instruction is brief and clear, containing only one sentence. hallucination: The instruction mentions the bus as a hazard, which is supported by the image and cues."
suwon,"context-v1, no echo",000072,1,3,1,4,1,A pedestrian is approaching aheadft. Step cautiously aheadft.,"Free space: left=partly blocked, centre=partly blocked, right=partly blocked. Obstacles: person (right, mid); person (centre, mid); person (centre, mid); car (left, far).","safety: The instruction does not mention any immediate hazards and does not guide the pedestrian away from them. actionability: The instruction uses a concrete verb 'step' and a body-relative direction 'ahead', but it is vague and does not specify the distance or the side. spatial_accuracy: The instruction does not mention any specific side or distance, which is not supported by the image or cues. conciseness: The instruction is concise, containing only one sentence. hallucination: The instruction mentions 'pedestrian is approaching ahead', but there is no pedestrian in the image or cues."
suwon,"context-v1, no echo",000076,1,3,3,4,1,A cyclist is approaching aheadft of and slightly right of you. Keep walking forward steadily.,"Free space: left=blocked, centre=partly blocked, right=partly blocked. Obstacles: person (centre, mid); bus (centre, far); car (left, far); car (left, far).","safety: The instruction does not mention any immediate hazards and does not guide the pedestrian away from the cyclist, which is a safety concern. actionability: The instruction uses a concrete verb 'keep walking' and a body-relative direction 'forward', but it does not specify the distance or side relative to the cyclist. spatial_accuracy: The instruction mentions 'ahead' and 'slightly right', but the cyclist is not visible in the image, so the spatial accuracy cannot be fully assessed. conciseness: The instruction is concise, containing only two sentences. hallucination: The instruction mentions a cyclist, but there is no cyclist visible in the image, indicating a hallucination."
suwon,"context-v1, no echo",000080,1,1,1,5,5,Keep: Ahead forward slowly.,"Free space: left=clear, centre=partly blocked, right=blocked. Obstacles: person (left, far).","safety: The instruction does not mention any immediate hazards, such as the person walking ahead, which could pose a risk. actionability: The instruction is vague and does not specify a clear action or direction, only stating 'Keep: Ahead forward slowly.' spatial_accuracy: The instruction does not specify any distance or side, only stating 'Ahead forward slowly,' which is not spatially accurate. conciseness: The instruction is very brief, consisting of only one sentence, which is concise. hallucination: The instruction does not mention any objects, hazards, or directions that are not present in the image, such as a person walking ahead."
suwon,"context-v1, no echo",000084,1,1,1,1,1,The knee-guardienne ahead.,"Free space: left=partly blocked, centre=partly blocked, right=blocked. Obstacles: trash can (right, far).","safety: The instruction does not mention any hazards, which is a safety concern. actionability: The instruction lacks a clear verb and direction, making it unclear what action to take. spatial_accuracy: The instruction does not mention any spatial information, which is a spatial accuracy issue. conciseness: The instruction is a single word, which is not concise. hallucination: The instruction mentions 'knee-guardienne', which is not present in the image or cues."
suwon,"context-v1, no echo",000088,1,2,1,2,1,"The knee-guard, but someone is approaching ahead. Move cautiously ahead","Free space: left=clear, centre=blocked, right=blocked. Obstacles: person (right, far); person (centre, far); person (centre, far).","safety: The instruction does not mention any immediate hazards and does not guide the pedestrian away from them. actionability: The instruction uses a vague verb 'move' and does not specify a clear body-relative direction. spatial_accuracy: The instruction does not mention any specific sides or distances, making it unclear where to move. conciseness: The instruction is a single sentence, but it lacks clear action and direction. hallucination: The instruction mentions 'the knee-guard' which is not present in the image and does not mention any objects or hazards."
suwon,"context-v1, no echo",000092,1,1,3,4,5,"The knee-guard, keep moving forward steadily.","Free space: left=partly blocked, centre=blocked, right=clear. Obstacles: person (left, far); person (right, far); person (right, far).","safety: The instruction does not mention any hazards and does not guide the pedestrian away from obstacles. actionability: The instruction lacks a clear verb and a specific direction, making it unclear what action to take. spatial_accuracy: The instruction does not mention any spatial information, so it cannot be scored for spatial accuracy. conciseness: The instruction is a single sentence, which is relatively concise. hallucination: The instruction does not mention any objects, hazards, or directions that are not present in the image or cues."
suwon,"context-v1, no echo",000096,1,1,3,4,5,"The knee's right-hand, keep walking forward steadily.","Free space: left=partly blocked, centre=partly blocked, right=blocked. Obstacles: none detected.","safety: The instruction does not mention any hazards and does not guide the pedestrian away from obstacles. actionability: The instruction is vague and does not specify a clear action or direction. spatial_accuracy: The instruction does not mention any spatial information, so it cannot be evaluated for spatial accuracy. conciseness: The instruction is a single sentence, which is concise. hallucination: The instruction does not mention any objects, hazards, or directions that are not present in the image or cues."
suwon,"context-v1, no echo",000100,1,1,1,2,1,"The action splits ahead
Ahead
<tool_call>
 addCriterion>()","Free space: left=clear, centre=partly blocked, right=blocked. Obstacles: motorcycle (centre, mid); person (left, far); person (left, far); person (left, far).","safety: The instruction does not mention any hazards and does not guide the pedestrian away from obstacles. actionability: The instruction lacks a concrete verb and a clear direction, making it unclear what action to take. spatial_accuracy: The instruction does not mention any specific sides or distances, making it unclear where to go. conciseness: The instruction is a single sentence, but it does not provide enough information to be clear and concise. hallucination: The instruction mentions 'action splits ahead' but does not specify any objects or hazards, which are not present in the image."
suwon,"context-v1, no echo",000104,1,2,3,1,3,"The car is partly in front of you. Step diagonally ahead
(di
 addCriterion( 有一些文本模式","Free space: left=blocked, centre=clear, right=partly blocked. Obstacles: car (left, near); person (right, mid); person (right, far); person (centre, far).","safety: The instruction directs the pedestrian into the path of the car, which is a safety hazard. actionability: The instruction is vague and does not specify a clear action, only a direction. spatial_accuracy: The instruction mentions the car being partly in front of the pedestrian, but does not specify the distance or angle, which is crucial for safe navigation. conciseness: The instruction is cut off mid-sentence, making it unclear and potentially confusing. hallucination: The instruction mentions the car and the pedestrian, but does not mention any other objects or hazards in the scene."
suwon,"context-v1, no echo",000108,3,1,1,2,5,Aim slightly right.,"Free space: left=clear, centre=clear, right=partly blocked. Obstacles: person (right, mid); person (centre, far).","safety: The instruction does not mention any immediate hazards, but it does not direct the pedestrian into a danger either. actionability: The instruction is vague and does not specify a clear action or direction. spatial_accuracy: The instruction does not specify a distance or side, making it unclear where to aim. conciseness: The instruction is brief but lacks specific details about the action or direction. hallucination: The instruction does not mention any objects, hazards, or directions that are not present in the image."
suwon,"context-v1, no echo",000112,1,3,3,4,5,A cyclist and motorcycle ahead of you. Keep walking forward steadily.,"Free space: left=partly blocked, centre=clear, right=partly blocked. Obstacles: person (centre, mid); bicycle (centre, mid); person (left, far); motorcycle (left, far).","safety: The instruction does not mention any immediate hazards and does not guide the pedestrian away from the cyclist and motorcycle, which are in the path ahead. actionability: The instruction uses a concrete verb 'keep walking' and a body-relative direction 'forward', but it does not specify which side of the cyclist and motorcycle the pedestrian should walk. spatial_accuracy: The instruction does not mention the spatial accuracy of the cyclist and motorcycle, which are in the path ahead, but it does not mention any other objects or directions. conciseness: The instruction is concise, containing only one sentence. hallucination: The instruction mentions a cyclist and motorcycle, which are present in the image, but it does not mention any other objects or directions."
suwon,"context-v1, no echo",000116,5,5,3,4,3,"Two steps ahead, keep left.","Free space: left=clear, centre=clear, right=partly blocked. Obstacles: person (left, far); person (left, far); person (centre, far); person (centre, far).","safety: The instruction does not mention any immediate hazards and directs the pedestrian to keep left, which is safe given the clear free space ahead. actionability: The instruction is clear and concise, using a concrete verb and a body-relative direction. spatial_accuracy: The instruction states 'Two steps ahead,' which aligns with the free space ahead in the image, but it does not specify the side, which is a minor error. conciseness: The instruction is brief and to the point, containing only one sentence. hallucination: The instruction mentions 'Two steps ahead,' which is supported by the image, but it does not mention any objects or hazards."
suwon,"context-v1, no echo",000120,1,3,1,4,1,A cyclist rider is approaching aheadse. Move cautiously ahead.,"Free space: left=partly blocked, centre=partly blocked, right=blocked. Obstacles: person (right, near); motorcycle (centre, mid); person (centre, far); person (left, far).","safety: The instruction does not mention the cyclist, which is a safety-critical hazard. actionability: The instruction uses a concrete verb 'move' and a body-relative direction 'ahead', but it does not specify which side. spatial_accuracy: The instruction does not mention the side or distance of the cyclist, which is not clear from the image. conciseness: The instruction is concise, containing only one sentence. hallucination: The instruction mentions a cyclist, but there is no cyclist in the image."
suwon,"context-v1, no echo",000124,1,3,1,4,5,The person in front of you has slowed down. Keep walking forward steadily.,"Free space: left=clear, centre=clear, right=partly blocked. Obstacles: person (left, far); person (centre, far); person (right, far); person (centre, far).","safety: The instruction does not mention any immediate hazards and does not guide the pedestrian away from potential dangers. actionability: The instruction uses a concrete verb 'keep walking' and a body-relative direction 'forward', but it does not specify the distance or the side. spatial_accuracy: The instruction does not mention any specific side or distance, which is a critical element in navigation for blind pedestrians. conciseness: The instruction is concise, consisting of only two sentences. hallucination: The instruction does not mention any objects, hazards, or directions that are not supported by the image or cues."
suwon,"context-v1, no echo",000128,1,3,3,4,1,A cyclist is approaching aheadft of us. Please keep moving forward cautiously.,"Free space: left=partly blocked, centre=partly blocked, right=blocked. Obstacles: person (right, near); person (right, mid); car (centre, mid); person (centre, far).","safety: The instruction does not mention any immediate safety hazards, such as the cyclist approaching ahead, which is a critical safety concern for a blind pedestrian. actionability: The instruction uses a concrete verb 'keep moving forward' and a body-relative direction 'ahead', but it does not specify the distance or the speed, making it less actionable. spatial_accuracy: The instruction does not mention any spatial accuracy, as it does not specify the side or distance of the cyclist. conciseness: The instruction is concise, containing only one sentence. hallucination: The instruction mentions a cyclist, which is not present in the image or the sensor cues."
suwon,"context-v1, no echo",000132,3,3,3,4,3,The truck and pedestrians cautiously ahead. Move slowly ahead toward knee height caution.,"Free space: left=partly blocked, centre=partly blocked, right=partly blocked. Obstacles: truck (left, mid); person (centre, far); person (centre, far); car (centre, far).","safety: The instruction mentions the truck and pedestrians, which are the most immediate hazards, but it does not specify the action to take in response to these hazards. actionability: The instruction uses the verb 'move' and provides a body-relative direction 'ahead,' but it lacks a specific action to take in response to the hazards. spatial_accuracy: The instruction mentions the truck and pedestrians, which are correctly identified as obstacles, but it does not specify the distance or side of the road they are on. conciseness: The instruction is concise, containing only two sentences without any scene description. hallucination: The instruction mentions the truck and pedestrians, which are supported by the image and cues, but it does not mention the car or the person in the far background."
suwon,"context-v1, no echo",000136,1,1,1,2,5,"The kneeledge, keep walking forward steadily.","Free space: left=blocked, centre=blocked, right=clear. Obstacles: none detected.","safety: The instruction does not mention any hazards and does not guide the pedestrian away from obstacles. actionability: The instruction only provides a vague action without specifying a direction. spatial_accuracy: The instruction does not mention any specific sides or distances, making it unclear where to walk. conciseness: The instruction is a single sentence, but it lacks specific details and directions. hallucination: The instruction does not mention any objects, hazards, or directions that are not present in the image."
suwon,"context-v1, no echo",000140,1,3,3,4,3,The truck is partly behind you. Keep walking forward steadily.,"Free space: left=clear, centre=clear, right=partly blocked. Obstacles: shopping cart (right, near); truck (left, far); bicycle (left, far); car (centre, far).","safety: The instruction does not mention the truck, which is a relevant near hazard. actionability: The instruction uses a concrete verb 'keep walking' and a body-relative direction 'forward', but it is vague about the distance. spatial_accuracy: The instruction mentions the truck being partly behind the pedestrian, but it does not specify the distance or side, which is not clear from the image. conciseness: The instruction is brief and clear, containing only two sentences. hallucination: The instruction mentions the truck, which is supported by the image, but does not mention the bicycle or the shopping cart, which are not in the immediate vicinity."
suwon,"context-v1, no echo",000144,1,3,3,4,5,There's a motorcycle a bit closer ahead you. Keep walking forward steadily.,"Free space: left=clear, centre=clear, right=partly blocked. Obstacles: bicycle (left, mid); motorcycle (centre, mid); motorcycle (centre, mid); motorcycle (centre, mid).","safety: The instruction does not mention any immediate hazards and directs the pedestrian forward, which could lead to a collision with the motorcycle. actionability: The instruction uses a concrete verb 'keep walking' and a body-relative direction 'forward', but it does not specify which side of the pedestrian the motorcycle is located. spatial_accuracy: The instruction mentions a motorcycle ahead, but does not specify the distance or side, which could be misleading. conciseness: The instruction is brief and clear, containing only one sentence. hallucination: The instruction mentions a motorcycle ahead, which is supported by the image and the obstacle sensor cues."
suwon,"context-v1, no echo",000148,1,3,3,4,5,There's a motorcycle aheadft of us and a trash can nearby. Keep walking forward steadily.,"Free space: left=clear, centre=clear, right=partly blocked. Obstacles: motorcycle (centre, near); motorcycle (left, near); trash can (centre, mid); truck (left, far).","safety: The instruction does not mention the motorcycle ahead, which is a safety-critical hazard. actionability: The instruction uses the verb 'keep walking' but does not specify a body-relative direction. spatial_accuracy: The instruction mentions a motorcycle ahead and a trash can nearby, but the distance is not specified. conciseness: The instruction is concise, containing only two sentences. hallucination: The instruction mentions a motorcycle ahead and a trash can nearby, which are supported by the image."
suwon,"context-v1, no echo",000152,1,2,3,2,1,There's a motorcycle and motorcycles ahead微微. Continue forward steadily.,"Free space: left=clear, centre=clear, right=blocked. Obstacles: motorcycle (left, mid); car (left, mid); car (centre, far); car (centre, far).","safety: The instruction does not mention any hazards and does not guide the pedestrian away from the motorcycle, which is a safety concern. actionability: The instruction uses a vague verb 'continue' and does not specify a body-relative direction, making it unclear and less actionable. spatial_accuracy: The instruction mentions 'motorcycle and motorcycles ahead微微' but does not specify the distance or side, which is not accurate. conciseness: The instruction is too short and does not provide enough information to guide the pedestrian effectively. hallucination: The instruction mentions 'motorcycle and motorcycles ahead微微' but does not support the presence of motorcycles in the image."
suwon,"context-v1, no echo",000156,1,3,3,4,5,The car is ahead. Step forward slowly.,"Free space: left=blocked, centre=clear, right=clear. Obstacles: car (centre, far); car (centre, far); car (centre, far).","safety: The instruction does not mention any immediate hazards and does not guide the pedestrian away from the car, which is a safety concern. actionability: The instruction uses a concrete verb 'step' and a body-relative direction 'forward', but it lacks a specific distance or landmark to guide the pedestrian. spatial_accuracy: The instruction mentions the car ahead, but does not specify the distance or whether it is close enough to be a hazard. conciseness: The instruction is brief and clear, containing only one sentence. hallucination: The instruction mentions the car ahead, which is supported by the image and the cues."
suwon,"context-v1, no echo",000160,1,2,3,4,3,The truck is partly behind and ahead. Keep walking forward steadily.,"Free space: left=partly blocked, centre=partly blocked, right=partly blocked. Obstacles: truck (right, far); motorcycle (centre, far); car (centre, far).","safety: The instruction does not mention the truck as a hazard, which is a safety-critical obstacle. actionability: The instruction uses a vague verb 'keep walking' and does not specify a body-relative direction. spatial_accuracy: The instruction mentions the truck being partly behind and partly ahead, but does not specify the distance or side, which is not accurate. conciseness: The instruction is brief and does not contain any unnecessary details. hallucination: The instruction mentions the truck, which is supported by the image, but does not mention the motorcycle or car, which are not in the immediate vicinity."
suwon,"context-v1, no echo",000164,1,3,1,5,3,The car is parked parked. Keep walking forward steadily.,"Free space: left=clear, centre=blocked, right=clear. Obstacles: truck (right, far); car (centre, far).","safety: The instruction does not mention any hazards and does not guide the pedestrian away from the parked car, which is a safety concern. actionability: The instruction uses the verb 'keep walking' but does not specify a direction, making it unclear what action the pedestrian should take. spatial_accuracy: The instruction does not mention the car or any other obstacles, which is a spatial error. conciseness: The instruction is very brief, consisting of only one sentence, which is concise. hallucination: The instruction mentions a car, but does not mention any other objects or hazards in the image."
suwon,"context-v1, no echo",000168,1,1,1,1,5,"The right and aheadways
<|im_start|>
 addCriterion>()","Free space: left=clear, centre=blocked, right=clear. Obstacles: truck (right, mid); car (centre, far).","safety: The instruction does not mention any hazards or obstacles, which could be dangerous for a blind pedestrian. actionability: The instruction is vague and does not provide a clear verb or body-relative direction. spatial_accuracy: The instruction does not specify any spatial directions or distances, making it unclear where to go. conciseness: The instruction is too short and does not provide enough information for a blind pedestrian to navigate safely. hallucination: The instruction does not mention any objects, hazards, or directions that are not present in the image."
suwon,"context-v1, no echo",000172,1,3,1,4,5,"The centre ahead, keep walking forward steadily.","Free space: left=clear, centre=blocked, right=clear. Obstacles: none detected.","safety: The instruction does not mention any hazards and does not guide the pedestrian away from obstacles. actionability: The instruction uses a concrete verb 'walk' and a body-relative direction 'forward', but it lacks a specific distance or landmark. spatial_accuracy: The instruction does not mention any specific side or distance, which is not supported by the image or cues. conciseness: The instruction is a single sentence, which is concise. hallucination: The instruction does not mention any objects, hazards, or directions that are not supported by the image or cues."
suwon,"context-v1, no echo",000176,3,4,2,4,5,There's someone and likely vehicles near you ahead. Move cautiously ahead.,"Free space: left=partly blocked, centre=partly blocked, right=blocked. Obstacles: person (centre, near); car (right, near); person (left, mid); car (centre, far).","safety: The instruction mentions a person and vehicles ahead, which are relevant hazards, but does not specify which side or distance they are located, making it unclear how to avoid them. actionability: The instruction uses the verb 'move' and provides a relative direction 'ahead', which is clear and actionable. spatial_accuracy: The instruction does not specify the side or distance of the person and vehicles, which are not spatially accurate. conciseness: The instruction is brief and to the point, containing only one sentence. hallucination: The instruction mentions a person and vehicles, which are supported by the image and cues."
suwon,"context-v1, no echo",000180,1,3,1,4,3,"The car is near, keep walking forward steadily.","Free space: left=clear, centre=clear, right=clear. Obstacles: car (left, far); car (right, far); person (centre, far); car (centre, far).","safety: The instruction does not mention any immediate hazards and directs the pedestrian forward, which could lead to a collision with the car. actionability: The instruction uses a concrete verb 'keep walking' and a body-relative direction 'forward', but it lacks precision in terms of distance or angle. spatial_accuracy: The instruction does not mention the car, which is a relevant obstacle in the scene. conciseness: The instruction is brief and clear, containing only one sentence. hallucination: The instruction mentions a car, which is present in the image, but does not mention any other objects or hazards."
suwon,"context-v1, no echo",000184,1,3,1,4,5,A car is directly ahead. Walk forward.,"Free space: left=clear, centre=clear, right=clear. Obstacles: car (left, near); person (centre, mid); car (centre, far); car (centre, far).","safety: The instruction does not mention the car ahead, which is a safety-critical hazard. actionability: The instruction only provides a verb but lacks a clear direction. spatial_accuracy: The instruction does not mention the car's position, which is a relevant near hazard. conciseness: The instruction is brief and clear, focusing on the action. hallucination: The instruction mentions a car, which is supported by the image and cues."
suwon,"context-v1, no echo",000188,5,5,3,4,5,A person is near directly ahead. Walk carefully.,"Free space: left=partly blocked, centre=clear, right=clear. Obstacles: person (centre, near); car (left, near); car (centre, mid); trash can (right, mid).","safety: The instruction warns the pedestrian to walk carefully, which is appropriate given the presence of a person near directly ahead. actionability: The instruction uses a concrete verb 'walk' and a body-relative direction 'ahead', making it clear and actionable. spatial_accuracy: The instruction mentions 'directly ahead', which aligns with the image and the cues provided. conciseness: The instruction is brief and to the point, containing only one sentence. hallucination: The instruction mentions a person, which is supported by the image and the cues provided."
suwon,"context-v1, no echo",000192,1,3,3,4,5,There's a car partly blocking the right side. Walk straight ahead.,"Free space: left=clear, centre=clear, right=partly blocked. Obstacles: car (right, mid); car (centre, far); person (centre, far); car (left, far).","safety: The instruction does not mention the car partly blocking the right side, which is a safety-critical hazard. actionability: The instruction uses a concrete verb 'walk' and a body-relative direction 'straight ahead', but it does not specify which side to walk on. spatial_accuracy: The instruction mentions 'walk straight ahead', but it does not specify which side to walk on, which is a crucial detail. conciseness: The instruction is brief and clear, containing only one sentence. hallucination: The instruction mentions a car partly blocking the right side, which is a supported object in the image."
suwon,"context-v1, no echo",000196,1,3,3,4,5,A person is near on your left. Move forward.,"Free space: left=clear, centre=clear, right=partly blocked. Obstacles: person (left, near); car (left, mid); car (centre, far); person (centre, far).","safety: The instruction does not mention the person near on the left, which is a safety-critical hazard. actionability: The instruction uses a concrete verb 'Move' and a body-relative direction 'forward', but it is vague as it does not specify the distance or the path. spatial_accuracy: The instruction mentions 'left', but does not specify the distance or the path, which could be misleading. conciseness: The instruction is brief and clear, containing only one sentence. hallucination: The instruction mentions a person and a car, which are supported by the image and cues."
suwon,"context-v1, no echo",000200,1,3,3,4,5,A person is near on your left. Move forward.,"Free space: left=clear, centre=clear, right=blocked. Obstacles: person (left, near); car (left, near); car (left, mid); person (centre, far).","safety: The instruction does not mention the person on the left, which is a safety-critical hazard. actionability: The instruction uses a concrete verb 'move' and a body-relative direction 'left', but it is vague about the distance. spatial_accuracy: The instruction mentions a person on the left, but does not specify the distance, which is not clear from the image. conciseness: The instruction is brief and clear, containing only one sentence. hallucination: The instruction mentions a person on the left, which is supported by the image and cues."
suwon,"context-v1, no echo",000204,1,3,3,4,5,"Two steps ahead, there's a person. Continue straight.","Free space: left=blocked, centre=blocked, right=clear. Obstacles: person (centre, near); person (right, mid); person (right, mid); person (left, far).","safety: The instruction directs the pedestrian into a hazardous area where there is a person ahead, which could lead to a collision. actionability: The instruction uses a concrete verb 'continue' and a body-relative direction 'straight', but it does not specify which side of the pedestrian to continue straight. spatial_accuracy: The instruction states 'two steps ahead', but the person is not two steps ahead; it is closer, which could be misleading. conciseness: The instruction is concise, containing only two sentences. hallucination: The instruction mentions a person ahead, which is supported by the image and cues."
suwon,"context-v1, no echo",000208,3,3,3,4,3,There's a person on your left. Move slightly to the right.,"Free space: left=blocked, centre=partly blocked, right=partly blocked. Obstacles: person (right, near); person (left, near); person (left, near); person (centre, mid).","safety: The instruction directs the pedestrian to move slightly to the right, which avoids the person on the left, but does not mention the person on the right, which is a relevant near hazard. actionability: The instruction uses a concrete verb 'move' and a body-relative direction 'to the right', but it is vague as it does not specify how far to move. spatial_accuracy: The instruction mentions the left side correctly but does not specify the distance, which is partly blocked by people. It does not mention the right side, which is also partly blocked by people. conciseness: The instruction is concise, consisting of one sentence. hallucination: The instruction mentions a person on the left and directs the pedestrian to move to the right, which is supported by the image. However, it does not mention the person on the right, which is a relevant near hazard."
suwon,"context-v1, no echo",000212,1,3,1,4,5,There's a person directly ahead. Cross the street.,"Free space: left=partly blocked, centre=clear, right=partly blocked. Obstacles: person (right, mid); person (left, mid); person (left, mid); person (right, far).","safety: The instruction does not mention any immediate hazards and does not guide the pedestrian away from them. actionability: The instruction uses a concrete verb 'cross' and a body-relative direction 'ahead', but it does not specify which side of the street. spatial_accuracy: The instruction does not specify the side of the street, which is crucial for a blind pedestrian. conciseness: The instruction is brief and clear, containing only one sentence. hallucination: The instruction mentions a person directly ahead, which is supported by the image and cues."
suwon,"context-v1, no echo",000216,3,3,3,4,5,"Two steps ahead, there's a person. Move slowly.","Free space: left=partly blocked, centre=clear, right=partly blocked. Obstacles: person (right, mid); person (centre, mid); person (left, far); car (left, far).","safety: The instruction directs the pedestrian to move slowly, which is a safe action but does not mention the person ahead, which is a relevant near hazard. actionability: The instruction uses a concrete verb 'move' and a body-relative direction 'ahead', but it is vague as it does not specify which side. spatial_accuracy: The instruction states 'Two steps ahead', which matches the image, but it does not specify which side, which is a partial error. conciseness: The instruction is concise, containing only one sentence. hallucination: The instruction mentions a person ahead, which is supported by the image and cues."
suwon,"context-v1, no echo",000220,5,5,3,4,5,The path ahead is blocked. Move to the left.,"Free space: left=partly blocked, centre=blocked, right=blocked. Obstacles: person (right, near); person (centre, near); person (left, mid); person (left, mid).","safety: The instruction directs the pedestrian to move left, which avoids the immediate obstacle on the right. actionability: The instruction uses a concrete verb 'move' and a clear direction 'left', making it actionable. spatial_accuracy: The instruction suggests moving left, which aligns with the image showing a person on the right side of the path. conciseness: The instruction is brief and to the point, containing only one sentence. hallucination: The instruction mentions moving left and avoids any unsupported objects or directions."
suwon,"context-v1, no echo",000224,1,3,3,4,5,There's a person directly ahead. Move forward.,"Free space: left=clear, centre=clear, right=blocked. Obstacles: person (right, near); person (left, mid); person (centre, mid); person (centre, mid).","safety: The instruction does not mention any immediate hazards and directs the pedestrian forward, which could lead to collision with the person ahead. actionability: The instruction uses a concrete verb 'move' and a body-relative direction 'forward', but it does not specify the distance or the side. spatial_accuracy: The instruction does not specify the side or distance, which could be misleading given the presence of people ahead. conciseness: The instruction is brief and clear, containing only one sentence. hallucination: The instruction mentions a person ahead, which is supported by the image and cues."
suwon,"context-v1, no echo",000228,1,3,3,4,5,A person is directly ahead. Move forward.,"Free space: left=blocked, centre=blocked, right=blocked. Obstacles: person (centre, near); person (left, near); person (centre, far); person (centre, far).","safety: The instruction does not mention any immediate hazards and directs the pedestrian forward, which could lead to a collision with the person directly ahead. actionability: The instruction uses a concrete verb 'Move' and a body-relative direction 'forward', but it does not specify which side or distance the person should move. spatial_accuracy: The instruction does not mention any specific side or distance, but it correctly states that a person is directly ahead. conciseness: The instruction is brief and clear, containing only one sentence. hallucination: The instruction mentions a person directly ahead, which is supported by the image and the cues."
suwon,"context-v1, no echo",000232,1,3,1,4,5,A person is near on your left. Walk straight ahead.,"Free space: left=blocked, centre=clear, right=partly blocked. Obstacles: person (left, near); person (centre, far); person (centre, far).","safety: The instruction does not mention the person on the left, which is a safety-critical hazard. actionability: The instruction uses a concrete verb 'walk' and a body-relative direction 'straight ahead', but it does not specify the distance. spatial_accuracy: The instruction does not mention the person on the left, which is a relevant near hazard. conciseness: The instruction is concise, consisting of two short sentences. hallucination: The instruction mentions a person on the left, which is supported by the image and cues."
suwon,"context-v1, no echo",000236,1,5,5,4,5,The person is ahead and to the right. Move forward.,"Free space: left=clear, centre=clear, right=blocked. Obstacles: person (centre, far).","safety: The instruction directs the pedestrian into a potentially dangerous situation by not mentioning the person ahead who is a relevant near hazard. actionability: The instruction is clear and concise, providing a concrete verb and a body-relative direction. spatial_accuracy: The instruction mentions the person ahead and to the right, which matches the image and cues. conciseness: The instruction is brief and to the point, containing only two sentences. hallucination: The instruction mentions a person ahead and to the right, which is supported by the image and cues."
suwon,"context-v1, no echo",000240,1,2,1,4,5,There's a person ahead. Walk straight.,"Free space: left=clear, centre=clear, right=blocked. Obstacles: person (centre, far); person (centre, far).","safety: The instruction does not mention the person ahead, which is a safety-critical hazard. actionability: The instruction only provides a vague direction without specifying a body-relative direction. spatial_accuracy: The instruction does not mention the person ahead, which is a relevant near hazard. conciseness: The instruction is very brief and only mentions one element. hallucination: The instruction mentions a person ahead, which is supported by the image and cues."
suwon,"context-v1, no echo",000244,1,5,3,4,5,The path is clear ahead. Continue straight.,"Free space: left=partly blocked, centre=clear, right=blocked. Obstacles: none detected.","safety: The instruction does not mention any potential hazards, such as obstacles or uneven surfaces, which could be dangerous for a blind pedestrian. actionability: The instruction is clear and concise, providing a concrete action (continue straight) and a body-relative direction (ahead). spatial_accuracy: The instruction does not mention any specific sides or distances, but it is clear that the path is straight ahead, which matches the image and the free space cue. conciseness: The instruction is brief and to the point, consisting of only one sentence. hallucination: The instruction does not mention any objects, hazards, or directions that are not supported by the image or cues."
suwon,"context-v1, no echo",000248,1,5,3,4,5,The way ahead is clear. Continue straight.,"Free space: left=blocked, centre=clear, right=blocked. Obstacles: none detected.","safety: The instruction does not mention any potential hazards, such as the narrow alley or the person bending down, which could pose a risk. actionability: The instruction is clear and concise, providing a concrete action and direction. spatial_accuracy: The instruction does not mention any specific sides or distances, but it is clear that the way ahead is clear. conciseness: The instruction is brief and to the point, consisting of only one sentence. hallucination: The instruction does not mention any objects, hazards, or directions that are not present in the image."
